Resultado,Pedra,Hora
"2.445,00",14,"
        05:36
      "
"5.399,00",9,"
        05:35
      "
"-63.407,00",0,"
        05:35
      "
"-54.148,00",0,"
        05:34
      "
"-34.928,00",0,"
        05:34
      "
"4.275,00",8,"
        05:33
      "
"2.119,00",11,"
        05:33
      "
"3.707,00",13,"
        05:32
      "
"-29.050,00",0,"
        05:32
      "
"1.026,00",1,"
        05:31
      "
"2.566,00",1,"
        05:31
      "
"1.337,00",11,"
        05:30
      "
"2.119,00",8,"
        05:30
      "
"3.778,00",2,"
        05:29
      "
"3.472,00",7,"
        05:29
      "
"1.643,00",6,"
        05:28
      "
"1.359,00",3,"
        05:28
      "
"223,00",12,"
        05:27
      "
"5.159,00",14,"
        05:27
      "
"-52.678,00",0,"
        05:26
      "
"2.080,00",3,"
        05:26
      "
"3.915,00",3,"
        05:25
      "
"3.096,00",10,"
        05:25
      "
"5.591,00",6,"
        05:24
      "
"5.078,00",1,"
        05:24
      "
"3.401,00",6,"
        05:23
      "
"3.389,00",1,"
        05:23
      "
"3.893,00",13,"
        05:22
      "
"3.041,00",11,"
        05:22
      "
"4.270,00",6,"
        05:21
      "
"2.397,00",1,"
        05:21
      "
"5.027,00",11,"
        05:20
      "
"2.566,00",11,"
        05:20
      "
"2.692,00",4,"
        05:19
      "
"3.221,00",11,"
        05:19
      "
"2.778,00",1,"
        05:18
      "
"458,00",14,"
        05:18
      "
"1.255,00",14,"
        05:17
      "
"3.363,00",5,"
        05:17
      "
"2.936,00",4,"
        05:16
      "
"3.483,00",2,"
        05:16
      "
"1.440,00",11,"
        05:15
      "
"3.772,00",14,"
        05:15
      "
"3.406,00",5,"
        05:14
      "
"3.592,00",9,"
        05:14
      "
"3.308,00",10,"
        05:13
      "
"3.204,00",3,"
        05:13
      "
"2.883,00",1,"
        05:12
      "
"3.084,00",6,"
        05:12
      "
"2.543,00",6,"
        05:11
      "
"2.374,00",3,"
        05:11
      "
"1.731,00",9,"
        05:10
      "
"1.801,00",1,"
        05:10
      "
"2.817,00",13,"
        05:09
      "
"2.910,00",10,"
        05:09
      "
"2.031,00",7,"
        05:08
      "
"3.396,00",13,"
        05:08
      "
"2.823,00",12,"
        05:07
      "
"2.937,00",8,"
        05:07
      "
"4.111,00",9,"
        05:06
      "
"1.299,00",12,"
        05:06
      "
"1.119,00",12,"
        05:05
      "
"3.123,00",1,"
        05:05
      "
"-371,00",3,"
        05:04
      "
"3.254,00",10,"
        05:04
      "
"2.877,00",13,"
        05:03
      "
"1.125,00",3,"
        05:03
      "
"4.685,00",9,"
        05:02
      "
"1.463,00",10,"
        05:02
      "
"3.969,00",1,"
        05:01
      "
"2.724,00",10,"
        05:01
      "
"1.429,00",2,"
        05:00
      "
"2.948,00",9,"
        05:00
      "
"2.014,00",9,"
        04:59
      "
"2.669,00",9,"
        04:59
      "
"2.876,00",11,"
        04:58
      "
"2.168,00",7,"
        04:58
      "
"3.735,00",1,"
        04:57
      "
"2.555,00",1,"
        04:57
      "
"2.467,00",10,"
        04:56
      "
"2.330,00",6,"
        04:56
      "
"3.248,00",2,"
        04:55
      "
"3.860,00",2,"
        04:55
      "
"1.347,00",2,"
        04:54
      "
"3.494,00",8,"
        04:54
      "
"1.255,00",2,"
        04:53
      "
"3.128,00",11,"
        04:53
      "
"3.559,00",8,"
        04:52
      "
"2.686,00",11,"
        04:52
      "
"3.652,00",10,"
        04:51
      "
"-33.196,00",0,"
        04:51
      "
"2.517,00",10,"
        04:50
      "
"250,00",5,"
        04:50
      "
"666,00",10,"
        04:49
      "
"-263,00",7,"
        04:49
      "
"672,00",10,"
        04:48
      "
"1.676,00",5,"
        04:48
      "
"3.832,00",14,"
        04:47
      "
"-60,00",4,"
        04:47
      "
"1.812,00",10,"
        04:46
      "
"1.523,00",13,"
        04:46
      "
"1.540,00",6,"
        04:45
      "
"1.802,00",2,"
        04:45
      "
"5.574,00",11,"
        04:44
      "
"4.706,00",12,"
        04:44
      "
"3.477,00",13,"
        04:43
      "
"2.397,00",9,"
        04:43
      "
"758,00",12,"
        04:42
      "
"2.325,00",6,"
        04:42
      "
"2.910,00",2,"
        04:41
      "
"1.884,00",10,"
        04:41
      "
"1.638,00",6,"
        04:40
      "
"60,00",4,"
        04:40
      "
"3.002,00",13,"
        04:39
      "
"3.292,00",11,"
        04:39
      "
"3.772,00",6,"
        04:38
      "
"666,00",1,"
        04:38
      "
"1.583,00",10,"
        04:37
      "
"4.417,00",9,"
        04:37
      "
"4.105,00",13,"
        04:36
      "
"1.075,00",2,"
        04:36
      "
"2.419,00",14,"
        04:35
      "
"3.013,00",13,"
        04:35
      "
"5.186,00",9,"
        04:34
      "
"3.903,00",8,"
        04:34
      "
"-25.401,00",0,"
        04:33
      "
"627,00",10,"
        04:33
      "
"1.517,00",1,"
        04:32
      "
"-557,00",8,"
        04:32
      "
"2.577,00",12,"
        04:31
      "
"-99,00",5,"
        04:31
      "
"2.762,00",1,"
        04:30
      "
"2.243,00",1,"
        04:30
      "
"1.626,00",10,"
        04:29
      "
"-6,00",12,"
        04:29
      "
"4.148,00",13,"
        04:28
      "
"1.987,00",7,"
        04:28
      "
"5.448,00",3,"
        04:27
      "
"1.518,00",2,"
        04:27
      "
"6.132,00",9,"
        04:26
      "
"-399,00",5,"
        04:26
      "
"2.205,00",9,"
        04:25
      "
"4.750,00",12,"
        04:25
      "
"2.506,00",1,"
        04:24
      "
"742,00",6,"
        04:24
      "
"3.597,00",14,"
        04:23
      "
"-30.689,00",0,"
        04:23
      "
"306,00",2,"
        04:22
      "
"3.783,00",3,"
        04:22
      "
"4.530,00",14,"
        04:21
      "
"5.324,00",9,"
        04:21
      "
"2.320,00",8,"
        04:20
      "
"5.984,00",8,"
        04:20
      "
"1.228,00",7,"
        04:19
      "
"1.447,00",13,"
        04:19
      "
"1.501,00",2,"
        04:18
      "
"977,00",8,"
        04:18
      "
"676,00",7,"
        04:17
      "
"1.386,00",14,"
        04:17
      "
"2.975,00",3,"
        04:16
      "
"2.670,00",14,"
        04:16
      "
"5.459,00",7,"
        04:15
      "
"3.854,00",7,"
        04:15
      "
"5.492,00",1,"
        04:14
      "
"2.932,00",12,"
        04:14
      "
"4.416,00",14,"
        04:13
      "
"3.620,00",9,"
        04:13
      "
"6.824,00",9,"
        04:12
      "
"1.528,00",12,"
        04:12
      "
"2.582,00",1,"
        04:11
      "
"3.346,00",11,"
        04:11
      "
"2.500,00",6,"
        04:10
      "
"3.473,00",14,"
        04:10
      "
"2.817,00",8,"
        04:09
      "
"2.228,00",12,"
        04:09
      "
"6.311,00",2,"
        04:08
      "
"4.275,00",2,"
        04:08
      "
"-33.996,00",0,"
        04:07
      "
"2.570,00",5,"
        04:07
      "
"3.106,00",3,"
        04:06
      "
"5.640,00",11,"
        04:06
      "
"3.762,00",9,"
        04:05
      "
"3.150,00",9,"
        04:05
      "
"5.486,00",7,"
        04:04
      "
"4.553,00",6,"
        04:04
      "
"5.432,00",9,"
        04:03
      "
"5.220,00",3,"
        04:03
      "
"5.552,00",2,"
        04:02
      "
"4.690,00",2,"
        04:02
      "
"3.712,00",10,"
        04:01
      "
"7.163,00",1,"
        04:01
      "
"6.912,00",1,"
        04:00
      "
"5.782,00",2,"
        04:00
      "
"4.613,00",3,"
        03:59
      "
"9.386,00",11,"
        03:59
      "
"-84.246,00",0,"
        03:58
      "
"6.715,00",5,"
        03:58
      "
"3.221,00",5,"
        03:57
      "
"8.751,00",13,"
        03:57
      "
"7.611,00",11,"
        03:56
      "
"6.798,00",12,"
        03:56
      "
"6.841,00",10,"
        03:55
      "
"9.800,00",12,"
        03:55
      "
"-78.927,00",0,"
        03:54
      "
"-49.415,00",0,"
        03:54
      "
"5.722,00",8,"
        03:53
      "
"-62.977,00",0,"
        03:53
      "
"3.794,00",13,"
        03:52
      "
"1.818,00",14,"
        03:52
      "
"6.273,00",3,"
        03:51
      "
"6.649,00",1,"
        03:51
      "
"-59.873,00",0,"
        03:50
      "
"-58.856,00",0,"
        03:50
      "
"3.117,00",14,"
        03:49
      "
"7.583,00",2,"
        03:49
      "
"3.805,00",4,"
        03:48
      "
"3.576,00",12,"
        03:48
      "
"3.565,00",13,"
        03:47
      "
"5.039,00",6,"
        03:47
      "
"7.753,00",14,"
        03:46
      "
"3.373,00",12,"
        03:46
      "
"4.248,00",1,"
        03:45
      "
"4.543,00",10,"
        03:45
      "
"5.912,00",1,"
        03:44
      "
"2.838,00",5,"
        03:44
      "
"2.626,00",1,"
        03:43
      "
"5.716,00",9,"
        03:43
      "
"5.121,00",8,"
        03:42
      "
"5.580,00",1,"
        03:42
      "
"4.864,00",7,"
        03:41
      "
"4.127,00",9,"
        03:41
      "
"3.778,00",5,"
        03:40
      "
"3.200,00",11,"
        03:40
      "
"5.399,00",5,"
        03:39
      "
"4.842,00",11,"
        03:39
      "
"4.525,00",4,"
        03:38
      "
"4.018,00",8,"
        03:38
      "
"3.521,00",4,"
        03:37
      "
"5.290,00",7,"
        03:37
      "
"4.673,00",10,"
        03:36
      "
"7.207,00",5,"
        03:36
      "
"6.853,00",1,"
        03:35
      "
"5.716,00",3,"
        03:35
      "
"4.215,00",1,"
        03:34
      "
"4.750,00",8,"
        03:34
      "
"4.499,00",10,"
        03:33
      "
"5.410,00",12,"
        03:33
      "
"4.766,00",3,"
        03:32
      "
"5.307,00",10,"
        03:32
      "
"5.159,00",14,"
        03:31
      "
"6.295,00",12,"
        03:31
      "
"6.743,00",1,"
        03:30
      "
"8.523,00",12,"
        03:30
      "
"7.228,00",11,"
        03:29
      "
"6.562,00",11,"
        03:29
      "
"6.464,00",2,"
        03:28
      "
"3.631,00",14,"
        03:28
      "
"4.825,00",9,"
        03:27
      "
"6.448,00",6,"
        03:27
      "
"4.630,00",7,"
        03:26
      "
"3.238,00",6,"
        03:26
      "
"3.194,00",12,"
        03:25
      "
"6.852,00",1,"
        03:25
      "
"6.913,00",2,"
        03:24
      "
"7.223,00",14,"
        03:24
      "
"6.737,00",4,"
        03:23
      "
"5.738,00",1,"
        03:23
      "
"4.248,00",13,"
        03:22
      "
"-5.624,00",13,"
        03:22
      "
"10.728,00",4,"
        03:21
      "
"9.167,00",2,"
        03:21
      "
"5.727,00",6,"
        03:20
      "
"6.764,00",6,"
        03:20
      "
"-60.016,00",0,"
        03:19
      "
"5.060,00",3,"
        03:19
      "
"5.525,00",5,"
        03:18
      "
"4.226,00",8,"
        03:18
      "
"5.628,00",5,"
        03:17
      "
"4.488,00",4,"
        03:17
      "
"3.090,00",1,"
        03:16
      "
"3.287,00",2,"
        03:16
      "
"6.803,00",11,"
        03:15
      "
"7.064,00",14,"
        03:15
      "
"-73.129,00",0,"
        03:14
      "
"6.230,00",14,"
        03:14
      "
"6.082,00",10,"
        03:13
      "
"6.754,00",13,"
        03:13
      "
"4.821,00",13,"
        03:12
      "
"3.570,00",3,"
        03:12
      "
"4.739,00",14,"
        03:11
      "
"5.061,00",7,"
        03:11
      "
"6.125,00",10,"
        03:10
      "
"4.869,00",6,"
        03:10
      "
"5.225,00",13,"
        03:09
      "
"4.455,00",11,"
        03:09
      "
"7.845,00",3,"
        03:08
      "
"5.639,00",6,"
        03:08
      "
"3.538,00",6,"
        03:07
      "
"7.605,00",8,"
        03:07
      "
"7.508,00",11,"
        03:06
      "
"7.632,00",4,"
        03:06
      "
"4.990,00",10,"
        03:05
      "
"7.605,00",11,"
        03:05
      "
"7.759,00",7,"
        03:04
      "
"7.743,00",1,"
        03:04
      "
"5.830,00",2,"
        03:03
      "
"7.617,00",7,"
        03:03
      "
"3.303,00",8,"
        03:02
      "
"6.764,00",3,"
        03:02
      "
"9.097,00",7,"
        03:01
      "
"9.183,00",9,"
        03:01
      "
"9.598,00",5,"
        03:00
      "
"11.307,00",4,"
        03:00
      "
"8.888,00",12,"
        02:59
      "
"10.745,00",6,"
        02:59
      "
"10.145,00",7,"
        02:58
      "
"12.071,00",1,"
        02:58
      "
"10.919,00",14,"
        02:57
      "
"11.241,00",8,"
        02:57
      "
"14.555,00",5,"
        02:56
      "
"9.669,00",4,"
        02:56
      "
"11.083,00",4,"
        02:55
      "
"8.790,00",6,"
        02:55
      "
"11.711,00",5,"
        02:54
      "
"11.210,00",9,"
        02:54
      "
"12.329,00",13,"
        02:53
      "
"10.532,00",10,"
        02:53
      "
"9.827,00",5,"
        02:52
      "
"14.791,00",5,"
        02:52
      "
"-162.563,00",0,"
        02:51
      "
"-146.352,00",0,"
        02:51
      "
"7.360,00",9,"
        02:50
      "
"10.373,00",6,"
        02:50
      "
"8.053,00",5,"
        02:49
      "
"9.407,00",1,"
        02:49
      "
"10.516,00",7,"
        02:48
      "
"7.446,00",1,"
        02:48
      "
"10.958,00",9,"
        02:47
      "
"-91.010,00",0,"
        02:47
      "
"6.967,00",5,"
        02:46
      "
"8.375,00",9,"
        02:46
      "
"-112.010,00",0,"
        02:45
      "
"6.545,00",6,"
        02:45
      "
"6.328,00",12,"
        02:44
      "
"5.050,00",6,"
        02:44
      "
"7.764,00",8,"
        02:43
      "
"6.224,00",2,"
        02:43
      "
"9.478,00",8,"
        02:42
      "
"8.986,00",6,"
        02:42
      "
"13.295,00",9,"
        02:41
      "
"11.951,00",8,"
        02:41
      "
"10.696,00",14,"
        02:40
      "
"9.914,00",4,"
        02:40
      "
"8.178,00",7,"
        02:39
      "
"10.095,00",7,"
        02:39
      "
"10.160,00",3,"
        02:38
      "
"9.124,00",8,"
        02:38
      "
"8.473,00",14,"
        02:37
      "
"9.665,00",1,"
        02:37
      "
"9.779,00",3,"
        02:36
      "
"10.444,00",12,"
        02:36
      "
"13.677,00",5,"
        02:35
      "
"12.350,00",4,"
        02:35
      "
"9.844,00",12,"
        02:34
      "
"11.930,00",1,"
        02:34
      "
"12.782,00",14,"
        02:33
      "
"7.912,00",9,"
        02:33
      "
"14.223,00",1,"
        02:32
      "
"13.081,00",6,"
        02:32
      "
"9.702,00",6,"
        02:31
      "
"13.546,00",7,"
        02:31
      "
"12.394,00",9,"
        02:30
      "
"10.750,00",5,"
        02:30
      "
"8.839,00",7,"
        02:29
      "
"16.859,00",13,"
        02:29
      "
"23.423,00",11,"
        02:28
      "
"17.101,00",14,"
        02:28
      "
"17.630,00",12,"
        02:27
      "
"-147.378,00",0,"
        02:27
      "
"11.286,00",14,"
        02:26
      "
"5.279,00",8,"
        02:26
      "
"16.587,00",3,"
        02:25
      "
"14.344,00",5,"
        02:25
      "
"16.958,00",6,"
        02:24
      "
"16.286,00",6,"
        02:24
      "
"-129.070,00",0,"
        02:23
      "
"-84.943,00",0,"
        02:23
      "
"5.869,00",6,"
        02:22
      "
"9.025,00",14,"
        02:22
      "
"12.482,00",10,"
        02:21
      "
"-97.437,00",0,"
        02:21
      "
"9.620,00",10,"
        02:20
      "
"8.299,00",13,"
        02:20
      "
"7.764,00",14,"
        02:19
      "
"5.351,00",3,"
        02:19
      "
"7.180,00",6,"
        02:18
      "
"6.066,00",7,"
        02:18
      "
"8.708,00",14,"
        02:17
      "
"8.058,00",8,"
        02:17
      "
"11.181,00",4,"
        02:16
      "
"8.086,00",1,"
        02:16
      "
"14.617,00",1,"
        02:15
      "
"9.320,00",10,"
        02:15
      "
"4.362,00",11,"
        02:14
      "
"16.025,00",2,"
        02:14
      "
"9.134,00",2,"
        02:13
      "
"6.322,00",2,"
        02:13
      "
"10.662,00",9,"
        02:12
      "
"13.158,00",10,"
        02:12
      "
"-155.008,00",0,"
        02:11
      "
"-134.891,00",0,"
        02:11
      "
"-154.002,00",0,"
        02:10
      "
"7.370,00",11,"
        02:10
      "
"9.817,00",4,"
        02:09
      "
"10.275,00",5,"
        02:09
      "
"10.073,00",13,"
        02:08
      "
"11.351,00",3,"
        02:08
      "
"14.998,00",4,"
        02:07
      "
"10.285,00",6,"
        02:07
      "
"7.884,00",2,"
        02:06
      "
"17.297,00",11,"
        02:06
      "
"7.982,00",13,"
        02:05
      "
"15.162,00",7,"
        02:04
      "
"8.932,00",8,"
        02:04
      "
"12.001,00",6,"
        02:03
      "
"9.183,00",1,"
        02:03
      "
"12.344,00",5,"
        02:02
      "
"10.237,00",11,"
        02:02
      "
"11.514,00",9,"
        02:01
      "
"10.248,00",3,"
        02:01
      "
"11.520,00",11,"
        02:00
      "
"12.863,00",10,"
        02:00
      "
"17.138,00",13,"
        01:59
      "
"14.741,00",2,"
        01:59
      "
"15.861,00",9,"
        01:58
      "
"12.858,00",13,"
        01:58
      "
"15.456,00",13,"
        01:57
      "
"14.627,00",7,"
        01:57
      "
"13.705,00",5,"
        01:56
      "
"14.364,00",10,"
        01:56
      "
"15.102,00",14,"
        01:55
      "
"16.358,00",14,"
        01:55
      "
"14.381,00",12,"
        01:54
      "
"14.748,00",2,"
        01:54
      "
"10.668,00",14,"
        01:53
      "
"13.982,00",5,"
        01:53
      "
"14.671,00",3,"
        01:52
      "
"12.901,00",4,"
        01:52
      "
"14.643,00",7,"
        01:51
      "
"-134.119,00",0,"
        01:51
      "
"14.687,00",11,"
        01:50
      "
"-161.561,00",0,"
        01:50
      "
"12.214,00",6,"
        01:49
      "
"13.583,00",10,"
        01:49
      "
"8.392,00",3,"
        01:48
      "
"12.175,00",12,"
        01:48
      "
"13.290,00",13,"
        01:47
      "
"-130.075,00",0,"
        01:47
      "
"14.840,00",3,"
        01:46
      "
"10.865,00",7,"
        01:46
      "
"12.066,00",13,"
        01:45
      "
"10.433,00",1,"
        01:45
      "
"12.061,00",8,"
        01:44
      "
"12.509,00",8,"
        01:44
      "
"14.348,00",10,"
        01:43
      "
"15.517,00",5,"
        01:43
      "
"14.081,00",11,"
        01:42
      "
"16.953,00",9,"
        01:42
      "
"12.590,00",9,"
        01:41
      "
"14.752,00",7,"
        01:41
      "
"11.700,00",1,"
        01:40
      "
"15.450,00",2,"
        01:40
      "
"14.884,00",9,"
        01:39
      "
"15.135,00",6,"
        01:39
      "
"16.194,00",11,"
        01:38
      "
"21.169,00",11,"
        01:38
      "
"19.328,00",13,"
        01:37
      "
"16.303,00",2,"
        01:37
      "
"11.874,00",10,"
        01:36
      "
"15.849,00",3,"
        01:36
      "
"15.380,00",2,"
        01:35
      "
"14.245,00",7,"
        01:35
      "
"16.691,00",14,"
        01:34
      "
"20.288,00",6,"
        01:34
      "
"-200.337,00",0,"
        01:33
      "
"14.332,00",9,"
        01:33
      "
"19.536,00",9,"
        01:32
      "
"15.516,00",12,"
        01:32
      "
"15.467,00",6,"
        01:31
      "
"16.199,00",12,"
        01:31
      "
"18.695,00",7,"
        01:30
      "
"17.226,00",7,"
        01:30
      "
"17.745,00",7,"
        01:29
      "
"15.687,00",14,"
        01:29
      "
"14.715,00",14,"
        01:28
      "
"12.421,00",9,"
        01:28
      "
"18.558,00",3,"
        01:27
      "
"-159.988,00",0,"
        01:27
      "
"13.994,00",4,"
        01:26
      "
"16.243,00",2,"
        01:26
      "
"-145.444,00",0,"
        01:25
      "
"10.740,00",1,"
        01:25
      "
"13.027,00",10,"
        01:24
      "
"11.192,00",11,"
        01:24
      "
"13.983,00",8,"
        01:23
      "
"13.239,00",14,"
        01:23
      "
"18.143,00",4,"
        01:22
      "
"16.828,00",2,"
        01:22
      "
"16.030,00",5,"
        01:21
      "
"16.249,00",11,"
        01:21
      "
"16.161,00",3,"
        01:20
      "
"13.579,00",8,"
        01:20
      "
"20.862,00",9,"
        01:19
      "
"-215.092,00",0,"
        01:19
      "
"15.183,00",3,"
        01:18
      "
"13.945,00",6,"
        01:18
      "
"16.751,00",2,"
        01:17
      "
"16.958,00",6,"
        01:17
      "
"22.664,00",14,"
        01:16
      "
"22.309,00",14,"
        01:16
      "
"16.789,00",9,"
        01:15
      "
"20.311,00",14,"
        01:15
      "
"-191.671,00",0,"
        01:14
      "
"14.698,00",3,"
        01:14
      "
"19.279,00",1,"
        01:13
      "
"-163.092,00",0,"
        01:13
      "
"9.839,00",8,"
        01:12
      "
"12.727,00",2,"
        01:12
      "
"6.814,00",11,"
        01:11
      "
"10.166,00",1,"
        01:11
      "
"11.766,00",8,"
        01:10
      "
"17.669,00",6,"
        01:10
      "
"-168.902,00",0,"
        01:09
      "
"8.162,00",3,"
        01:09
      "
"14.578,00",9,"
        01:08
      "
"14.939,00",14,"
        01:08
      "
"14.419,00",11,"
        01:07
      "
"-111.793,00",0,"
        01:07
      "
"11.946,00",11,"
        01:06
      "
"10.297,00",13,"
        01:06
      "
"8.392,00",10,"
        01:05
      "
"10.046,00",5,"
        01:05
      "
"12.508,00",10,"
        01:04
      "
"11.377,00",7,"
        01:04
      "
"10.379,00",11,"
        01:03
      "
"12.377,00",8,"
        01:03
      "
"12.717,00",1,"
        01:02
      "
"8.168,00",2,"
        01:02
      "
"8.129,00",10,"
        01:01
      "
"7.163,00",4,"
        01:01
      "
"11.532,00",13,"
        01:00
      "
"13.923,00",2,"
        01:00
      "
"13.928,00",14,"
        00:59
      "
"16.614,00",4,"
        00:59
      "
"14.474,00",6,"
        00:58
      "
"17.853,00",5,"
        00:58
      "
"17.849,00",7,"
        00:57
      "
"20.103,00",13,"
        00:57
      "
"15.396,00",12,"
        00:56
      "
"15.102,00",9,"
        00:56
      "
"15.856,00",6,"
        00:55
      "
"13.579,00",13,"
        00:55
      "
"18.143,00",13,"
        00:54
      "
"-203.682,00",0,"
        00:54
      "
"17.537,00",4,"
        00:53
      "
"14.757,00",1,"
        00:53
      "
"16.783,00",3,"
        00:52
      "
"13.054,00",14,"
        00:52
      "
"-131.195,00",0,"
        00:51
      "
"15.571,00",7,"
        00:51
      "
"14.709,00",3,"
        00:50
      "
"12.438,00",4,"
        00:50
      "
"13.141,00",8,"
        00:49
      "
"-111.068,00",0,"
        00:49
      "
"15.408,00",9,"
        00:48
      "
"-177.711,00",0,"
        00:48
      "
"-114.553,00",0,"
        00:47
      "
"12.646,00",5,"
        00:47
      "
"12.421,00",6,"
        00:46
      "
"12.689,00",2,"
        00:46
      "
"13.535,00",1,"
        00:45
      "
"8.539,00",7,"
        00:45
      "
"4.510,00",11,"
        00:44
      "
"9.402,00",6,"
        00:44
      "
"9.150,00",10,"
        00:43
      "
"14.589,00",7,"
        00:43
      "
"6.432,00",9,"
        00:42
      "
"13.207,00",4,"
        00:42
      "
"13.546,00",3,"
        00:41
      "
"17.019,00",5,"
        00:41
      "
"-130.553,00",0,"
        00:40
      "
"12.907,00",7,"
        00:40
      "
"8.184,00",11,"
        00:39
      "
"14.282,00",5,"
        00:39
      "
"9.860,00",6,"
        00:38
      "
"8.407,00",14,"
        00:38
      "
"10.613,00",1,"
        00:37
      "
"12.246,00",13,"
        00:37
      "
"9.309,00",10,"
        00:36
      "
"10.254,00",4,"
        00:36
      "
"11.919,00",3,"
        00:35
      "
"15.478,00",1,"
        00:35
      "
"17.128,00",3,"
        00:34
      "
"12.595,00",5,"
        00:34
      "
"9.854,00",4,"
        00:33
      "
"18.624,00",9,"
        00:33
      "
"13.333,00",8,"
        00:32
      "
"14.599,00",7,"
        00:32
      "
"12.825,00",11,"
        00:31
      "
"15.233,00",1,"
        00:31
      "
"14.381,00",7,"
        00:30
      "
"16.565,00",5,"
        00:30
      "
"-140.600,00",0,"
        00:29
      "
"10.024,00",13,"
        00:29
      "
"16.931,00",9,"
        00:28
      "
"16.002,00",5,"
        00:28
      "
"-152.655,00",0,"
        00:27
      "
"11.657,00",7,"
        00:27
      "
"9.674,00",13,"
        00:26
      "
"11.760,00",3,"
        00:26
      "
"14.905,00",3,"
        00:25
      "
"11.476,00",1,"
        00:25
      "
"11.581,00",12,"
        00:24
      "
"16.412,00",1,"
        00:24
      "
"-113.573,00",0,"
        00:23
      "
"11.067,00",11,"
        00:23
      "
"10.363,00",14,"
        00:22
      "
"10.833,00",3,"
        00:22
      "
"11.602,00",9,"
        00:21
      "
"9.095,00",12,"
        00:21
      "
"15.103,00",5,"
        00:20
      "
"6.317,00",2,"
        00:20
      "
"4.423,00",11,"
        00:19
      "
"11.771,00",7,"
        00:19
      "
"13.813,00",12,"
        00:18
      "
"-125.524,00",0,"
        00:18
      "
"10.537,00",4,"
        00:17
      "
"9.636,00",7,"
        00:17
      "
"9.817,00",5,"
        00:16
      "
"12.634,00",3,"
        00:16
      "
"4.040,00",4,"
        00:15
      "
"6.147,00",9,"
        00:15
      "
"7.748,00",1,"
        00:14
      "
"11.776,00",10,"
        00:14
      "
"8.511,00",1,"
        00:13
      "
"13.436,00",14,"
        00:13
      "
"9.025,00",12,"
        00:12
      "
"10.188,00",14,"
        00:12
      "
"14.812,00",1,"
        00:11
      "
"5.394,00",5,"
        00:11
      "
"11.564,00",10,"
        00:10
      "
"9.244,00",14,"
        00:10
      "
"11.193,00",10,"
        00:09
      "
"14.714,00",14,"
        00:09
      "
"14.845,00",10,"
        00:08
      "
"17.707,00",9,"
        00:08
      "
"9.817,00",9,"
        00:07
      "
"12.366,00",5,"
        00:07
      "
"12.678,00",11,"
        00:06
      "
"13.928,00",1,"
        00:06
      "
"9.244,00",6,"
        00:05
      "
"10.406,00",5,"
        00:05
      "
"16.396,00",9,"
        00:04
      "
"15.653,00",14,"
        00:04
      "
"15.419,00",14,"
        00:03
      "
"11.449,00",9,"
        00:03
      "
"14.070,00",2,"
        00:02
      "
"16.899,00",4,"
        00:02
      "
"18.171,00",8,"
        00:01
      "
"-136.916,00",0,"
        00:01
      "
"12.127,00",8,"
        00:00
      "
"13.240,00",12,"
        00:00
      "
"13.726,00",3,"
        23:59
      "
"16.707,00",5,"
        23:59
      "
"-40.547,00",2,"
        23:58
      "
"74.562,00",11,"
        23:58
      "
"28.124,00",11,"
        23:57
      "
"27.550,00",12,"
        23:57
      "
"26.732,00",8,"
        23:56
      "
"17.210,00",14,"
        23:56
      "
"11.777,00",1,"
        23:55
      "
"-155.587,00",0,"
        23:55
      "
"10.706,00",11,"
        23:54
      "
"7.801,00",3,"
        23:54
      "
"19.448,00",14,"
        23:53
      "
"7.916,00",12,"
        23:53
      "
"13.814,00",7,"
        23:52
      "
"15.763,00",9,"
        23:52
      "
"9.532,00",3,"
        23:51
      "
"10.864,00",8,"
        23:51
      "
"10.351,00",8,"
        23:50
      "
"20.862,00",6,"
        23:50
      "
"8.146,00",4,"
        23:49
      "
"14.818,00",13,"
        23:49
      "
"20.153,00",5,"
        23:48
      "
"18.695,00",8,"
        23:48
      "
"12.645,00",5,"
        23:47
      "
"14.135,00",5,"
        23:47
      "
"15.839,00",11,"
        23:46
      "
"17.548,00",8,"
        23:46
      "
"20.687,00",11,"
        23:45
      "
"20.540,00",4,"
        23:45
      "
"14.796,00",2,"
        23:44
      "
"23.341,00",11,"
        23:44
      "
"24.460,00",11,"
        23:43
      "
"17.236,00",12,"
        23:43
      "
"13.121,00",6,"
        23:42
      "
"16.959,00",4,"
        23:42
      "
"22.970,00",1,"
        23:41
      "
"22.871,00",3,"
        23:41
      "
"14.457,00",3,"
        23:40
      "
"22.228,00",12,"
        23:40
      "
"14.479,00",3,"
        23:39
      "
"20.927,00",11,"
        23:39
      "
"22.036,00",14,"
        23:38
      "
"15.163,00",9,"
        23:38
      "
"5.919,00",9,"
        23:37
      "
"17.461,00",2,"
        23:37
      "
"13.174,00",1,"
        23:36
      "
"13.890,00",6,"
        23:36
      "
"-148.294,00",0,"
        23:35
      "
"9.166,00",3,"
        23:35
      "
"6.830,00",9,"
        23:34
      "
"10.843,00",7,"
        23:34
      "
"17.128,00",13,"
        23:33
      "
"22.516,00",4,"
        23:33
      "
"13.649,00",6,"
        23:32
      "
"10.385,00",5,"
        23:32
      "
"11.116,00",10,"
        23:31
      "
"11.034,00",14,"
        23:31
      "
"17.658,00",1,"
        23:30
      "
"15.938,00",3,"
        23:30
      "
"-195.798,00",0,"
        23:29
      "
"13.120,00",11,"
        23:29
      "
